Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МС 16-13 0,2","1,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-13 0,35","1,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-13 0,5","1,4 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 16-14 0,08","0,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-14 0,12","0,9 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-14 0,2","1,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-14 0,35","1,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-14 2х0,2","2,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-14 2х0,35","2,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-15 0,05","0,5 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C05,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,05: номинальное сечение жилы 0,05 мм2  "
"МС 16-15 0,08","0,6 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-15 0,12","0,7 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-15 0,2","0,8 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-15 0,35","1,0 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-15 2х0,08","1,5 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
